GeneInfoIDfrom,Gene_1,Interaction_ID,Tax_1,Organism_Name,GeneInfoIDto,Gene_2,Tax_2,Organism_Name.1
Q8IVF2,AHNAK2,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q7L7L0,H2AW,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P46939,UTRN,MI:0915,9606,Homo sapiens,P26669,SALF8R,10254,Vaccinia virus WR
O14933,UBE2L6,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9HCC0,MCCC2,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q08211,DHX9,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q8WV24,PHLDA1,MI:0915,9606,Homo sapiens,Q805H7,C23L; B29R,10254,Vaccinia virus WR
P12036,NEFH,MI:0914,9606,Homo sapiens,P04297,K1L,10254,Vaccinia virus WR
Q96C34,RUNDC1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q76M96,CCDC80,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q92187,ST8SIA4,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q9BQE3,TUBA1C,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P07437,TUBB,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q9NUU7,DDX19A,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
O00327,ARNTL,MI:0915,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P11021,HSPA5,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P12036,NEFH,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P12235,SLC25A4,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q9BQE3,TUBA1C,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O43815,STRN,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P02511,CRYAB,MI:0915,9606,Homo sapiens,P17371,C2L,10254,Vaccinia virus WR
Q13794,PMAIP1,MI:0915,9606,Homo sapiens,P24356,F1L,10254,Vaccinia virus WR
F8VXC8,SMARCC2,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
P84243,H3-3A; H3-3B,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
H3BSR6,CX3CL1,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q5EBL4,RILPL1,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P35325,SPRR2B,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q71U36,TUBA1A,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q8WTS1,ABHD5,MI:0915,9606,Homo sapiens,P04305,D5R,10254,Vaccinia virus WR
P63010,AP2B1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P06748,NPM1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P28562,DUSP1,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
P08238,HSP90AB1,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q96ES6,MFSD3,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q93077,H2AC6,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q15643,TRIP11,MI:0915,9606,Homo sapiens,P26669,SALF8R,10254,Vaccinia virus WR
O15021,MAST4,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9Y3S1,WNK2,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q12905,ILF2,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q99729,HNRNPAB,MI:0915,9606,Homo sapiens,Q805H7,C23L; B29R,10254,Vaccinia virus WR
Q15057,ACAP2,MI:0914,9606,Homo sapiens,P04297,K1L,10254,Vaccinia virus WR
Q96F44,TRIM11,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q8IXT5,RBM12B,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q96E22,NUS1,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q9HCC0,MCCC2,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P0C0S8,H2AC11,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q9UMR2,DDX19B,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
O00571,DDX3X,MI:0407,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P13051,UNG,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P12273,PIP,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P12236,SLC25A6,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q9BVA1,TUBB2B,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O75665,OFD1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P04792,HSPB1,MI:0915,9606,Homo sapiens,P17371,C2L,10254,Vaccinia virus WR
Q16611,BAK1,MI:0915,9606,Homo sapiens,P24356,F1L,10254,Vaccinia virus WR
K7ERV3,TK1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q05639,EEF1A2,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
O00585,CCL21,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q6FI13,H2AC18; H2AC19,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P35326,SPRR2A,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q92569,PIK3R3,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
O14578,CIT,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q13227,GPS2,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P14923,JUP,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P28838,LAP3,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
P22492,H1-6,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q96JH7,VCPIP1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q93079,H2BC9,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q15797,SMAD1,MI:0915,9606,Homo sapiens,P26669,SALF8R,10254,Vaccinia virus WR
O43390,HNRNPR,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9Y5X3,SNX5,MI:0915,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q12906,ILF3,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
A6NFX8,NUDT5,MI:0915,9606,Homo sapiens,Q80HV3,A22R,10254,Vaccinia virus WR
A0A0U1RRM6,ENAH,MI:0915,9606,Homo sapiens,P11158,F4L,10254,Vaccinia virus WR
Q99675,CGRRF1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q8TDL5,BPIFB1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q9BT92,TCHP,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q9P2P1,NYNRIN,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P12236,SLC25A6,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
V9GZ56,LSM4,MI:0915,9606,Homo sapiens,P17372,C9L,10254,Vaccinia virus WR
O00571,DDX3X,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P20671,H2AC7,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P12277,CKB,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P13637,ATP1A3,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q9BYE4,SPRR2G,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O94763,URI1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
A0A0J9YX62,DNAJB6,MI:0915,9606,Homo sapiens,Q805P6,VACWR002,10254,Vaccinia virus WR
Q96PG8,BBC3,MI:0915,9606,Homo sapiens,P24356,F1L,10254,Vaccinia virus WR
O15131,KPNA5,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q13085,ACACA,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
O15444,CCL25,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q7L7L0,H2AW,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P38159,RBMX,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9BQE3,TUBA1C,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
P04792,HSPB1,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q14141,SEPTIN6,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P27449,ATP6V0C,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P31025,LCN1,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
P35268,RPL22,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q9BS26,ERP44,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q96KK5,H2AC12,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q66GS9,CEP135,MI:0915,9606,Homo sapiens,P26669,SALF8R,10254,Vaccinia virus WR
P42224,STAT1,MI:0203,9606,Homo sapiens,P07239,H1L,10254,Vaccinia virus WR
O60506,SYNCRIP,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q8IY57,YAF2,MI:0915,9606,Homo sapiens,P68600,,10254,Vaccinia virus WR
Q13283,G3BP1,MI:0403,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P00451,F8,MI:0915,9606,Homo sapiens,P03296,C10L,10254,Vaccinia virus WR
P78344,EIF4G2,MI:0915,9606,Homo sapiens,P11158,F4L,10254,Vaccinia virus WR
Q9BQS8,FYCO1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q96AH0,NABP1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q9Y6K9,IKBKG,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P20671,H2AC7,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P19525,EIF2AK2,MI:0915,9606,Homo sapiens,P18378,"K2L, K3L",10254,Vaccinia virus WR
O00571,DDX3X,MI:0915,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P46776,RPL27A,MI:0915,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P13929,ENO3,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P22492,H1-6,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q9NUL3,STAU2,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P19013,KRT4,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
A7MCY6,TBKBP1,MI:0915,9606,Homo sapiens,P17362,C6L,10254,Vaccinia virus WR
P02511,CRYAB,MI:0915,9606,Homo sapiens,Q805P6,VACWR002,10254,Vaccinia virus WR
P01579,IFNG,MI:0914,9606,Homo sapiens,P24770,B8R,10254,Vaccinia virus WR
O75398,DEAF1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q16695,H3-4,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P02776,PF4,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q93077,H2AC6,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P55265,ADAR,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9Y4K3,TRAF6,MI:0915,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q08379,GOLGA2,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q6P597,KLC3,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P55327,TPD52,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P31151,S100A7,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
P54652,HSPA2,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q9NRQ2,PLSCR4,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q99877,H2BC15,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q8NFZ5,TNIP2,MI:0915,9606,Homo sapiens,P26669,SALF8R,10254,Vaccinia virus WR
P42224,STAT1,MI:0915,9606,Homo sapiens,P07239,H1L,10254,Vaccinia virus WR
O95793,STAU1,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P20700,LMNB1,MI:0915,9606,Homo sapiens,P68710,,10254,Vaccinia virus WR
Q13885,TUBB2A,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q9GZT9,EGLN1,MI:0915,9606,Homo sapiens,P03296,C10L,10254,Vaccinia virus WR
Q13227,GPS2,MI:0915,9606,Homo sapiens,P11158,F4L,10254,Vaccinia virus WR
Q9BT92,TCHP,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q96JA1,LRIG1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q8IUR0,TRAPPC5,MI:0915,9606,Homo sapiens,P68446,E7R,10254,Vaccinia virus WR
P35268,RPL22,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P24001,IL32,MI:0915,9606,Homo sapiens,P18378,"K2L, K3L",10254,Vaccinia virus WR
O14654,IRS4,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P62805,H4C1,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P14923,JUP,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P27986,PIK3R1,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q9Y2H9,MAST1,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P23025,XPA,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q92844,TANK,MI:0915,9606,Homo sapiens,P17362,C6L,10254,Vaccinia virus WR
P04792,HSPB1,MI:0915,9606,Homo sapiens,Q805P6,VACWR002,10254,Vaccinia virus WR
O14920,IKBKB,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P18583,SON,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q16777,H2AC20,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P19876,CXCL3,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q96KK5,H2AC12,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P61978,HNRNPK,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O75152,ZC3H11A,MI:0915,9606,Homo sapiens,Q805H7,C23L; B29R,10254,Vaccinia virus WR
Q6P5S2,LEG1,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q7Z406,MYH14,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q05086,UBE3A,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P62266,RPS23,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q01850,CDR2,MI:0915,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q9P0K7,RAI14,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q99878,H2AC14,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
O00206,TLR4,MI:0915,9606,Homo sapiens,P26672,A46R,10254,Vaccinia virus WR
P22626,HNRNPA2B1,MI:0915,9606,Homo sapiens,P07242,H5R,10254,Vaccinia virus WR
P06733,ENO1,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q03252,LMNB2,MI:0915,9606,Homo sapiens,P68710,A20R,10254,Vaccinia virus WR
Q14103,HNRNPD,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q14160,SCRIB,MI:0915,9606,Homo sapiens,P04299,D ORF A,10254,Vaccinia virus WR
Q13753,LAMC2,MI:0915,9606,Homo sapiens,P11158,F4L,10254,Vaccinia virus WR
Q9H2G2,SLK,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q99661,KIF2C,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P57053,H2BC12L,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P62979,RPS27A,MI:0915,9606,Homo sapiens,P18378,"K2L, K3L",10254,Vaccinia virus WR
O15020,SPTBN2,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q00610,CLTC,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P15924,DSP,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P42338,PIK3CB,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
G3V5R9,KLC1,MI:0915,9606,Homo sapiens,P68619,A36R,10254,Vaccinia virus WR
P23246,SFPQ,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q9H6S1,AZI2,MI:0915,9606,Homo sapiens,P17362,C6L,10254,Vaccinia virus WR
F8WBV6,SERF2,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
O14920,IKBKB,MI:0915,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P52179,MYOM1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q5JRA6,MIA3,MI:0915,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P22362,CCL1,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q99878,H2AC14,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P67809,YBX1,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P0CG48,UBC,MI:0915,9606,Homo sapiens,Q805H7,C23L; B29R,10254,Vaccinia virus WR
Q86VP6,CAND1,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q7Z7A1,CNTRL,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q05BQ5,MBTD1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q01955,COL4A3,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q02539,H1-1,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
Q9Y3T6,R3HCC1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q99879,H2BC14,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
P58753,TIRAP,MI:0915,9606,Homo sapiens,P26672,A46R,10254,Vaccinia virus WR
P05412,JUN,MI:0915,9606,Homo sapiens,P16913,VPK1,10254,Vaccinia virus WR
P07437,TUBB,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O00459,PIK3R2,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q14444,CAPRIN1,MI:0403,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
A0A075B749,PDE4DIP,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
P19013,KRT4,MI:0915,9606,Homo sapiens,P11258,A27L,10254,Vaccinia virus WR
Q9NSA3,CTNNBIP1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q9NP98,MYOZ1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P58876,H2BC5,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q86X95,CIR1,MI:0915,9606,Homo sapiens,P18378,"K2L, K3L",10254,Vaccinia virus WR
O75376,NCOR1,MI:0915,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q01082,SPTBN1,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P19525,EIF2AK2,MI:0915,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P68104,EEF1A1,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
P33176,KIF5B,MI:0915,9606,Homo sapiens,P68619,A36R,10254,Vaccinia virus WR
P24539,ATP5PB,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
A0A1B0GTL5,RAB11FIP5,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
O00339,MATN2,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
O15037,KHNYN,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P52292,KPNA2,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q5QNW6,H2BC18,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q92583,CCL17,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
Q9BTM1,H2AJ,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P68371,TUBB4B,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P19013,KRT4,MI:0915,9606,Homo sapiens,Q805H7,C23L; B29R,10254,Vaccinia virus WR
Q8WW38,ZFPM2,MI:0915,9606,Homo sapiens,P12848,I4L,10254,Vaccinia virus WR
Q8WUM4,PDCD6IP,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q07666,KHDRBS1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
Q06481,APLP2,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
Q13085,ACACA,MI:0914,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
O14654,IRS4,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q99880,H2BC13,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q8IUC6,TICAM1,MI:0915,9606,Homo sapiens,P26672,A46R,10254,Vaccinia virus WR
A6NNZ2,TUBB8B,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
P07910,HNRNPC,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
O43187,IRAK2,MI:0915,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
Q3ZCM7,TUBB8,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
A0A0A0MTS7,TTN,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q6ZN40,TPM1,MI:0915,9606,Homo sapiens,P11258,A27L,10254,Vaccinia virus WR
Q9UBB5,MBD2,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
Q9Y3C5,RNF11,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
P62805,H4C1,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q9BRK4,LZTS2,MI:0915,9606,Homo sapiens,P18378,"K2L, K3L",10254,Vaccinia virus WR
P04908,H2AC4; H2AC8,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
Q08AE8,SPIRE1,MI:0914,9606,Homo sapiens,P68466,K7R,10254,Vaccinia virus WR
P22492,H1-6,MI:0914,9606,Homo sapiens,P21605,E3L,10254,Vaccinia virus WR
Q00325,SLC25A3,MI:0914,9606,Homo sapiens,Q01220,A52R,10254,Vaccinia virus WR
F8VVA7,COPZ1,MI:0915,9606,Homo sapiens,P04305,D5R,10254,Vaccinia virus WR
P35221,CTNNA1,MI:0915,9606,Homo sapiens,P17367,C5L,10254,Vaccinia virus WR
A0A2R8Y5A3,CTNNB1,MI:0915,9606,Homo sapiens,P23372,E8R,10254,Vaccinia virus WR
O00391,QSOX1,MI:0915,9606,Homo sapiens,Q80HW9,VACWR084,10254,Vaccinia virus WR
O15037,KHNYN,MI:0915,9606,Homo sapiens,P24772,B14R,10254,Vaccinia virus WR
P63010,AP2B1,MI:0915,9606,Homo sapiens,P14357,N2L,10254,Vaccinia virus WR
Q5VTE0,EEF1A1P5,MI:0914,9606,Homo sapiens,P15059,SPI-2,10254,Vaccinia virus WR
Q9NRJ3,CCL28,MI:0915,9606,Homo sapiens,P24766,A41L,10254,Vaccinia virus WR
P04021,F13L,MI:0915,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
P07242,H5R,MI:0915,10254,Vaccinia virus WR,P07242,H5R,10254,Vaccinia virus WR
P07242,H5R,MI:0915,10254,Vaccinia virus WR,P68613,VLTF1,10254,Vaccinia virus WR
P07242,H5R,MI:0915,10254,Vaccinia virus WR,P07610,VLTF2,10254,Vaccinia virus WR
P07242,H5R,MI:0915,10254,Vaccinia virus WR,P31037,A49R,10254,Vaccinia virus WR
P07617,PAPS,MI:0407,10254,Vaccinia virus WR,P23371,PAPL,10254,Vaccinia virus WR
P16913,VPK1,MI:0915,10254,Vaccinia virus WR,P07242,H5R,10254,Vaccinia virus WR
P21605,E3L,MI:0915,10254,Vaccinia virus WR,P21605,E3L,10254,Vaccinia virus WR
P68440,D13L,MI:0407,10254,Vaccinia virus WR,P68440,D13L,10254,Vaccinia virus WR
P68619,A36R,MI:0403,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
P68619,A36R,MI:0915,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
P07611,G9R,MI:0915,10254,Vaccinia virus WR,Q01218,HA,10254,Vaccinia virus WR
P07611,G9R,MI:0915,10254,Vaccinia virus WR,P68633,A28L,10254,Vaccinia virus WR
